Chamber_Temp_C,Moisture_Percent,Motor_Load_A,Target_Heater_PWM,Target_Fan_PWM
64.5,73.72,2.69,16.84,66.14
64.5,73.68,2.63,16.62,66.29
64.46,73.64,2.68,15.52,66.37
64.48,73.6,2.71,17.23,65.96
64.45,73.56,2.66,16.19,66.4
64.49,73.51,2.57,17.02,66.0
64.44,73.47,2.76,15.83,65.12
64.46,73.43,2.71,16.67,65.69
64.44,73.39,2.69,16.0,67.35
64.44,73.34,2.77,16.94,66.21
64.43,73.3,2.63,16.54,66.41
64.47,73.26,2.68,17.67,65.79
64.55,73.22,2.81,17.88,67.07
64.52,73.17,2.58,15.89,66.57
64.55,73.13,2.64,16.68,65.84
64.53,73.09,2.72,16.11,66.96
64.53,73.05,2.69,16.62,66.27
64.52,73.0,2.72,16.36,65.6
64.52,72.96,2.56,16.71,66.31
64.47,72.92,2.63,15.82,65.76
64.5,72.88,2.65,16.3,65.4
64.54,72.84,2.71,16.98,65.8
64.51,72.79,2.67,16.07,66.85
64.53,72.75,2.62,16.65,65.94
64.54,72.71,2.64,16.76,66.03
64.51,72.67,2.67,15.97,65.98
64.49,72.62,2.67,16.43,64.89
64.47,72.58,2.62,16.27,65.17
64.54,72.54,2.63,17.41,64.77
64.53,72.5,2.64,16.05,65.78
64.52,72.46,2.7,16.53,65.49
64.48,72.41,2.6,15.7,64.98
64.45,72.37,2.62,16.59,65.48
64.43,72.33,2.63,16.49,64.91
64.39,72.29,2.63,16.25,64.77
64.41,72.25,2.64,16.46,64.62
64.46,72.2,2.7,17.18,64.58
64.48,72.16,2.66,16.77,64.91
64.52,72.12,2.64,17.06,65.38
64.51,72.08,2.69,16.6,65.27
64.48,72.04,2.63,15.64,65.36
64.47,71.99,2.71,16.75,65.07
64.49,71.95,2.64,16.62,65.94
64.49,71.91,2.71,16.17,64.77
64.56,71.87,2.54,17.14,65.0
64.57,71.82,2.57,16.56,65.64
64.6,71.78,2.64,16.97,65.41
64.63,71.74,2.59,17.19,65.33
64.63,71.7,2.61,16.49,65.67
64.69,71.66,2.6,16.77,64.7
64.63,71.61,2.62,15.29,64.76
64.62,71.57,2.62,15.89,65.55
64.67,71.53,2.57,17.69,64.86
64.63,71.49,2.6,15.94,65.3
64.62,71.45,2.67,16.27,64.68
64.59,71.4,2.67,15.51,64.29
64.59,71.36,2.68,16.38,64.58
64.6,71.32,2.63,16.66,64.67
64.57,71.28,2.62,15.84,64.57
64.58,71.24,2.61,16.06,64.76
64.56,71.19,2.61,15.86,64.84
64.56,71.15,2.59,17.0,64.11
64.58,71.11,2.62,17.14,64.16
64.62,71.07,2.61,16.75,64.35
64.62,71.03,2.63,16.45,64.57
64.61,70.98,2.56,15.88,63.75
64.64,70.94,2.6,16.48,64.34
64.62,70.9,2.53,16.06,63.74
64.67,70.86,2.48,16.68,64.1
64.69,70.82,2.56,16.78,64.44
64.67,70.77,2.56,16.18,64.36
64.62,70.73,2.53,15.39,64.59
64.66,70.69,2.71,16.33,63.09
64.63,70.65,2.59,15.37,64.81
64.61,70.61,2.48,15.89,64.45
64.65,70.56,2.58,17.2,64.25
64.64,70.52,2.63,15.95,64.78
64.62,70.48,2.64,15.44,63.9
64.58,70.44,2.61,15.94,64.39
64.59,70.4,2.58,16.2,62.99
64.63,70.36,2.55,16.94,63.53
64.62,70.31,2.75,16.22,63.66
64.63,70.27,2.57,15.96,63.68
64.64,70.23,2.72,16.3,64.05
64.63,70.19,2.65,15.67,64.56
64.63,70.15,2.63,16.28,64.64
64.67,70.1,2.6,16.78,63.36
64.65,70.06,2.65,15.36,63.07
64.62,70.02,2.54,15.02,63.75
64.63,69.98,2.68,15.82,63.79
64.65,69.94,2.56,15.83,63.08
64.67,69.9,2.64,16.3,64.64
64.71,69.85,2.58,16.63,63.84
64.69,69.81,2.61,16.46,63.89
64.63,69.77,2.69,14.85,63.94
64.62,69.73,2.63,16.35,63.78
64.59,69.69,2.6,15.81,63.78
64.62,69.64,2.63,15.66,63.12
64.62,69.6,2.62,16.14,61.89
64.61,69.56,2.65,15.89,63.81
64.61,69.52,2.54,16.27,62.89
64.66,69.48,2.56,16.71,62.79
64.62,69.44,2.57,15.49,63.4
64.6,69.4,2.57,15.52,62.69
64.69,69.35,2.61,16.6,62.91
64.65,69.31,2.56,15.06,63.04
64.66,69.27,2.49,16.08,62.63
64.69,69.23,2.55,16.58,62.18
64.7,69.19,2.64,16.09,62.93
64.72,69.15,2.68,16.29,63.04
64.76,69.1,2.6,16.24,62.92
64.7,69.06,2.47,15.25,63.09
64.68,69.02,2.51,15.43,62.96
64.63,68.98,2.66,14.78,63.52
64.67,68.94,2.56,16.86,62.92
64.67,68.9,2.47,16.36,62.58
64.7,68.85,2.58,15.94,63.2
64.68,68.81,2.56,15.46,63.15
64.66,68.77,2.62,15.24,63.63
64.65,68.73,2.61,15.59,62.51
64.66,68.69,2.61,16.74,61.66
64.65,68.65,2.51,15.75,62.82
64.63,68.61,2.62,15.17,62.55
64.67,68.56,2.5,16.27,60.32
64.6,68.52,2.58,15.05,61.32
64.61,68.48,2.51,15.82,61.25
64.64,68.44,2.64,16.66,62.72
64.71,68.4,2.54,16.78,62.11
64.66,68.36,2.59,14.89,61.54
64.63,68.32,2.53,15.43,61.75
64.65,68.28,2.63,16.8,62.08
64.69,68.23,2.55,16.05,62.04
64.71,68.19,2.49,16.4,62.49
64.72,68.15,2.65,15.89,62.67
64.69,68.11,2.57,15.59,62.52
64.72,68.07,2.55,16.48,62.42
64.67,68.03,2.54,15.35,61.92
64.67,67.99,2.6,15.07,61.16
64.68,67.94,2.58,15.85,61.79
64.65,67.9,2.51,16.15,61.08
64.66,67.86,2.58,15.98,62.08
64.66,67.82,2.52,15.57,61.57
64.66,67.78,2.51,15.5,61.44
64.66,67.74,2.56,15.91,62.21
64.7,67.7,2.57,15.98,61.38
64.68,67.65,2.53,15.11,62.38
64.75,67.61,2.56,16.64,61.09
64.77,67.57,2.55,16.25,63.28
64.72,67.53,2.54,15.17,61.7
64.77,67.49,2.54,17.28,61.61
64.76,67.45,2.63,15.47,62.24
64.74,67.41,2.53,15.57,61.48
64.72,67.37,2.46,14.93,60.41
64.76,67.32,2.46,16.03,61.14
64.78,67.28,2.6,16.03,61.65
64.79,67.24,2.56,15.7,60.3
64.78,67.2,2.62,15.5,61.13
64.74,67.16,2.54,15.2,60.59
64.78,67.12,2.49,16.63,62.35
64.79,67.08,2.51,15.22,61.82
64.83,67.04,2.6,16.35,61.25
64.82,66.99,2.51,14.77,61.72
64.79,66.95,2.52,15.02,61.66
64.8,66.91,2.62,15.62,60.44
64.79,66.87,2.68,15.23,60.87
64.81,66.83,2.6,16.17,61.15
64.77,66.79,2.58,15.1,61.55
64.76,66.75,2.57,15.55,61.12
64.78,66.71,2.47,15.64,62.02
64.78,66.66,2.59,15.75,61.36
64.82,66.62,2.41,16.22,60.89
64.82,66.58,2.54,16.22,61.51
64.8,66.54,2.53,14.53,60.65
64.8,66.5,2.58,15.57,60.93
64.76,66.46,2.57,15.3,61.07
64.75,66.42,2.52,15.56,60.66
64.75,66.38,2.46,15.24,60.78
64.74,66.34,2.52,15.45,60.58
64.74,66.29,2.5,16.6,59.95
64.75,66.25,2.47,15.63,60.18
64.72,66.21,2.63,15.17,60.1
64.73,66.17,2.52,16.61,59.46
64.78,66.13,2.5,16.75,60.63
64.84,66.09,2.44,16.19,60.54
64.86,66.05,2.53,15.68,60.38
64.89,66.01,2.62,15.68,61.17
64.86,65.97,2.54,15.34,60.49
64.89,65.93,2.51,15.85,59.92
64.84,65.88,2.47,14.69,60.28
64.88,65.84,2.48,15.76,60.89
64.88,65.8,2.44,15.52,60.26
64.82,65.76,2.55,14.78,60.95
64.77,65.72,2.59,15.2,59.3
64.75,65.68,2.45,14.75,59.96
64.75,65.64,2.49,15.49,60.12
64.75,65.6,2.57,15.86,59.82
64.79,65.56,2.48,15.85,58.9
64.77,65.52,2.6,15.5,59.93
64.76,65.48,2.51,14.94,59.86
64.76,65.43,2.47,15.62,59.56
64.84,65.39,2.54,16.31,59.46
64.78,65.35,2.44,14.16,60.41
64.81,65.31,2.52,16.31,59.49
64.84,65.27,2.47,16.14,59.84
64.86,65.23,2.49,16.04,59.93
64.9,65.19,2.48,15.93,59.78
64.89,65.15,2.5,15.66,60.14
64.81,65.11,2.6,14.24,59.58
64.79,65.07,2.48,14.78,60.89
64.79,65.03,2.5,16.03,59.16
64.82,64.98,2.47,15.97,60.08
64.86,64.94,2.56,16.22,60.11
64.89,64.9,2.47,16.51,59.36
64.83,64.86,2.56,14.66,60.01
64.76,64.82,2.48,15.19,60.1
91.13,37.4,1.39,15.06,59.81
90.11,37.34,2.0,0.51,99.77
89.07,37.28,1.96,0.54,99.67
88.02,37.22,1.96,0.0,100.0
86.97,37.16,1.95,0.0,99.34
85.95,37.1,1.93,0.34,100.0
84.95,37.04,1.98,0.25,100.0
83.92,36.99,1.96,0.15,99.25
82.95,36.93,1.97,0.0,100.0
81.95,36.87,1.93,0.63,100.0
80.98,36.81,1.96,0.0,100.0
80.03,36.76,1.87,0.62,98.99
79.07,36.7,1.95,0.0,99.84
78.14,36.64,1.94,0.67,99.7
77.18,36.59,1.99,0.0,99.54
76.23,36.53,2.03,0.23,99.42
75.3,36.48,1.97,0.06,99.84
74.35,36.42,1.96,0.0,100.0
73.41,36.37,1.89,0.08,100.0
72.51,36.31,1.91,0.47,99.96
71.6,36.26,1.96,0.45,99.7
71.0,36.22,1.94,0.59,59.1
70.35,36.17,1.95,0.0,57.1
69.7,36.13,1.97,0.0,54.29
69.16,36.09,2.0,1.21,51.08
68.78,36.05,1.96,4.89,49.76
68.45,36.01,1.91,7.15,47.34
68.3,35.97,1.87,9.87,45.96
68.14,35.94,1.93,10.25,46.23
68.02,35.9,1.92,10.98,45.54
67.96,35.86,1.91,12.64,45.03
67.95,35.82,1.93,12.18,44.46
67.82,35.78,1.9,11.26,44.07
67.73,35.74,1.93,12.09,43.34
67.73,35.71,1.84,13.6,43.54
67.75,35.67,1.89,13.85,44.32
67.73,35.63,1.97,12.78,42.94
67.76,35.59,1.94,13.72,43.69
67.72,35.55,1.91,13.13,43.42
67.71,35.52,1.93,13.82,44.01
67.76,35.48,1.94,14.49,43.45
67.76,35.44,1.91,14.06,42.72
67.74,35.4,1.89,12.34,43.84
67.74,35.36,1.91,13.38,43.05
67.77,35.33,1.93,13.85,42.96
67.73,35.29,1.9,13.05,43.82
67.76,35.25,1.93,14.12,42.57
67.74,35.21,1.88,12.99,43.01
67.82,35.18,1.88,14.7,42.54
67.79,35.14,1.95,12.56,43.23
67.81,35.1,1.87,14.03,44.52
67.83,35.06,1.84,13.35,42.96
67.82,35.02,1.87,14.22,43.55
67.79,34.99,1.94,13.48,43.65
67.77,34.95,1.87,12.26,42.87
67.73,34.91,1.93,12.63,42.85
67.68,34.87,1.91,13.2,42.19
67.71,34.83,1.95,13.82,41.76
67.73,34.8,1.84,13.63,42.57
67.79,34.76,1.93,14.67,42.23
67.79,34.72,1.82,13.16,43.0
67.77,34.68,1.83,13.1,42.33
67.81,34.65,1.96,13.94,43.33
67.78,34.61,1.92,12.97,42.33
67.81,34.57,1.91,13.44,42.45
67.8,34.53,1.94,12.73,42.24
67.83,34.49,1.91,13.48,43.45
67.8,34.46,1.93,12.59,41.94
67.85,34.42,1.88,14.14,42.63
67.8,34.38,1.87,13.21,43.01
67.79,34.34,1.77,13.67,42.51
67.76,34.31,1.89,13.08,42.25
67.73,34.27,1.82,13.67,42.48
67.75,34.23,1.91,13.47,42.26
67.74,34.19,1.92,13.33,41.84
67.73,34.16,1.88,13.13,42.35
67.72,34.12,1.87,13.28,41.2
67.71,34.08,1.91,12.47,41.71
67.71,34.04,1.89,13.47,41.75
67.77,34.0,1.86,14.5,42.17
67.79,33.97,1.91,13.75,41.05
67.81,33.93,1.87,13.62,42.27
67.8,33.89,1.88,13.41,41.5
67.82,33.85,1.92,13.28,40.99
67.79,33.82,1.86,13.06,43.12
67.78,33.78,1.81,13.08,41.74
67.79,33.74,1.98,13.08,41.64
67.81,33.7,1.87,13.9,41.34
67.82,33.67,1.85,14.03,41.68
67.82,33.63,1.91,13.48,42.09
67.79,33.59,1.83,11.95,41.78
67.81,33.55,1.84,12.87,40.62
67.84,33.52,1.86,13.26,41.92
67.84,33.48,1.86,12.69,41.79
67.79,33.44,1.91,12.46,40.91
67.78,33.4,1.87,13.08,41.14
67.81,33.37,1.94,13.22,41.2
67.76,33.33,1.85,12.35,41.59
67.78,33.29,1.9,13.61,41.09
67.78,33.25,1.79,13.46,40.93
67.75,33.22,1.8,12.87,42.21
67.77,33.18,1.93,13.66,41.0
67.78,33.14,1.84,13.66,40.83
67.77,33.11,1.86,13.74,40.96
67.73,33.07,1.85,12.6,42.13
67.75,33.03,1.88,13.77,40.67
67.82,32.99,1.81,14.27,41.26
67.83,32.96,1.93,13.22,41.22
67.84,32.92,1.77,12.89,40.94
67.81,32.88,1.91,12.87,41.05
67.79,32.84,1.92,12.63,40.89
67.81,32.81,1.86,13.23,41.34
67.8,32.77,1.83,12.59,40.19
67.81,32.73,1.8,13.68,41.19
67.81,32.69,1.8,13.37,40.34
67.81,32.66,1.83,13.05,41.4
67.76,32.62,1.86,12.39,41.03
67.77,32.58,1.85,13.24,40.96
67.8,32.54,1.85,13.65,41.57
67.79,32.51,1.82,13.19,40.36
67.76,32.47,1.92,12.87,40.87
67.79,32.43,1.82,13.82,40.4
67.79,32.4,1.77,13.38,41.02
67.79,32.36,1.81,13.62,40.59
67.78,32.32,1.83,12.84,40.03
67.78,32.28,1.85,13.01,39.94
67.79,32.25,1.77,13.19,40.85
67.8,32.21,1.77,13.52,40.6
67.79,32.17,1.77,13.2,40.3
67.79,32.13,1.84,13.24,40.09
67.79,32.1,1.82,12.72,39.96
67.75,32.06,1.85,12.43,39.91
67.8,32.02,1.78,13.68,39.12
67.81,31.99,1.78,14.0,40.09
67.82,31.95,1.92,13.3,39.94
67.84,31.91,1.85,12.7,40.18
67.78,31.88,1.91,12.15,40.44
67.8,31.84,1.8,12.89,41.4
67.82,31.8,1.86,13.2,40.33
67.85,31.76,1.82,13.68,39.95
67.87,31.73,1.87,13.35,40.24
67.82,31.69,1.92,11.78,40.26
67.79,31.65,1.86,12.31,40.67
67.85,31.61,1.84,14.08,40.02
67.82,31.58,1.83,12.69,39.9
67.78,31.54,1.81,11.91,39.99
67.84,31.5,1.82,13.46,38.85
67.84,31.47,1.9,12.88,39.31
67.87,31.43,1.81,13.46,40.19
67.83,31.39,1.88,12.04,39.74
67.86,31.35,1.8,13.17,40.45
67.84,31.32,1.76,11.94,40.42
67.88,31.28,1.91,13.69,39.82
67.9,31.24,1.86,13.41,40.05
67.86,31.21,1.81,12.38,39.77
67.86,31.17,1.81,12.64,39.28
67.87,31.13,1.83,13.11,38.73
67.83,31.1,1.84,12.64,39.46
67.87,31.06,1.83,13.37,39.59
67.88,31.02,1.74,13.05,39.54
67.8,30.98,1.81,12.25,40.3
67.83,30.95,1.83,13.76,39.11
67.82,30.91,1.87,12.82,39.25
67.83,30.87,1.79,13.8,39.07
67.81,30.84,1.78,12.93,39.4
67.82,30.8,1.75,13.39,39.51
67.89,30.76,1.86,14.73,39.43
67.88,30.73,1.82,12.61,39.71
67.91,30.69,1.77,12.68,38.48
67.85,30.65,1.81,11.84,39.2
67.88,30.61,1.8,13.22,39.53
67.84,30.58,1.84,12.73,39.32
67.8,30.54,1.8,12.22,39.93
67.85,30.5,1.86,12.79,38.41
67.84,30.47,1.8,12.11,39.64
67.89,30.43,1.77,13.09,38.81
67.86,30.39,1.92,12.7,38.77
67.8,30.36,1.79,12.23,38.93
67.84,30.32,1.79,13.38,38.14
67.86,30.28,1.81,13.52,39.36
67.86,30.25,1.81,12.94,39.01
67.89,30.21,1.84,12.7,38.74
67.89,30.17,1.82,13.04,39.1
67.8,30.14,1.8,12.12,39.36
67.86,30.1,1.77,13.75,37.66
67.85,30.06,1.7,12.67,38.99
67.85,30.02,1.89,12.38,38.97
67.94,29.99,1.8,13.76,38.24
67.86,29.95,1.88,11.89,38.44
67.89,29.91,1.8,13.65,37.93
67.87,29.88,1.78,12.16,37.69
67.89,29.84,1.78,12.59,38.59
67.9,29.8,1.77,12.74,38.93
67.87,29.77,1.86,12.66,38.87
67.91,29.73,1.83,13.5,38.12
67.89,29.69,1.72,12.29,38.86
67.92,29.66,1.76,12.9,38.0
67.91,29.62,1.74,12.43,39.35
67.89,29.58,1.81,12.05,38.33
67.88,29.55,1.78,12.26,37.96
67.95,29.51,1.73,13.83,38.52
67.93,29.47,1.88,11.49,38.26
67.88,29.44,1.7,12.04,38.48
67.89,29.4,1.72,13.11,38.61
67.93,29.36,1.71,13.49,38.3
67.92,29.33,1.79,12.33,38.86
67.92,29.29,1.79,12.75,38.1
67.89,29.25,1.72,12.59,38.72
67.85,29.22,1.83,11.57,38.96
67.85,29.18,1.79,13.03,37.35
67.87,29.14,1.78,12.96,38.29
67.89,29.11,1.76,12.86,38.15
67.86,29.07,1.83,11.98,38.19
67.84,29.03,1.82,12.84,38.33
67.86,29.0,1.81,12.66,38.29
67.84,28.96,1.72,12.01,37.56
67.86,28.92,1.74,13.3,38.37
67.89,28.89,1.8,13.7,39.87
67.87,28.85,1.72,12.73,38.41
67.84,28.81,1.65,12.22,38.68
67.88,28.77,1.79,13.21,38.32
67.84,28.74,1.74,11.97,37.41
67.89,28.7,1.71,13.42,38.36
67.86,28.66,1.84,13.13,38.93
67.85,28.63,1.84,12.87,38.65
67.85,28.59,1.72,12.32,38.81
67.9,28.55,1.69,13.92,38.5
67.96,28.52,1.72,13.63,38.01
67.94,28.48,1.71,11.92,39.24
67.92,28.44,1.85,12.89,39.3
67.89,28.41,1.73,11.73,38.38
67.89,28.37,1.81,12.78,38.69
67.9,28.33,1.81,12.56,38.66
67.92,28.3,1.72,12.99,38.03
67.86,28.26,1.8,11.83,38.65
67.87,28.22,1.69,13.22,37.51
67.86,28.19,1.73,12.54,38.72
67.92,28.15,1.74,13.51,37.27
67.94,28.11,1.7,12.45,38.41
67.88,28.08,1.72,12.39,39.01
67.86,28.04,1.74,12.62,38.09
67.9,28.0,1.71,13.14,38.29
67.85,27.97,1.69,11.97,39.57
67.81,27.93,1.75,12.03,38.93
67.82,27.89,1.88,13.06,38.75
67.85,27.86,1.76,13.17,38.8
67.85,27.82,1.73,12.63,38.55
67.9,27.78,1.8,12.98,39.02
67.94,27.74,1.82,13.55,38.27
67.94,27.71,1.71,11.9,38.53
67.91,27.67,1.78,11.68,39.53
67.91,27.63,1.83,12.49,38.44
67.88,27.6,1.75,12.67,39.72
67.87,27.56,1.77,12.55,37.97
67.88,27.52,1.81,13.05,39.56
67.92,27.49,1.78,12.74,39.37
67.9,27.45,1.77,11.97,38.42
67.9,27.41,1.72,12.98,38.81
67.92,27.38,1.77,12.79,39.53
67.91,27.34,1.71,13.02,38.47
67.92,27.3,1.72,12.45,38.45
67.88,27.27,1.75,12.05,39.67
67.91,27.23,1.78,12.96,37.95
67.94,27.19,1.75,13.3,38.31
67.93,27.16,1.67,12.52,38.02
67.89,27.12,1.78,12.6,37.65
67.9,27.08,1.76,12.39,38.06
67.96,27.05,1.71,13.03,38.52
67.94,27.01,1.76,13.09,38.82
67.91,26.97,1.74,12.52,38.23
67.93,26.94,1.71,12.71,37.41
67.89,26.9,1.8,11.73,39.21
67.89,26.86,1.76,12.9,38.54
67.89,26.82,1.73,12.47,38.12
67.88,26.79,1.74,12.69,39.1
67.87,26.75,1.78,12.44,38.72
67.87,26.71,1.75,12.5,38.24
67.82,26.68,1.77,12.31,39.15
67.77,26.64,1.79,12.47,39.21
67.8,26.6,1.76,13.35,37.89
67.81,26.57,1.65,12.76,37.78
67.79,26.53,1.79,12.83,39.78
67.81,26.49,1.79,12.98,38.41
67.8,26.46,1.74,13.05,39.23
67.82,26.42,1.74,13.31,37.65
67.8,26.38,1.79,12.85,39.51
67.82,26.35,1.69,13.62,38.2
67.81,26.31,1.65,12.83,37.38
67.86,26.27,1.75,13.83,38.53
67.85,26.24,1.73,12.9,39.18
67.94,26.2,1.73,13.27,37.74
67.93,26.16,1.73,12.46,39.37
67.91,26.13,1.75,12.46,37.98
67.9,26.09,1.65,12.76,39.25
67.93,26.05,1.71,13.12,39.32
67.92,26.01,1.65,12.97,40.42
67.86,25.98,1.73,12.17,39.0
67.89,25.94,1.76,13.03,39.21
67.85,25.9,1.73,11.57,39.02
67.8,25.87,1.62,12.03,38.02
23.63,87.26,4.32,13.2,37.8
27.17,87.23,3.01,100.0,84.8
30.72,87.2,2.97,100.0,84.92
34.23,87.16,2.97,100.0,84.51
37.72,87.13,2.96,100.0,84.08
41.18,87.09,2.91,100.0,83.35
44.57,87.05,2.95,99.74,84.46
47.97,87.01,2.9,100.0,83.57
51.35,86.97,2.92,100.0,84.62
53.03,86.93,2.89,56.22,69.5
54.49,86.89,2.95,50.8,69.12
55.79,86.85,2.97,46.89,69.72
56.89,86.81,2.92,41.99,69.6
57.84,86.77,2.85,39.36,69.0
58.63,86.73,2.88,35.91,68.48
59.37,86.69,2.9,34.69,69.14
60.04,86.65,2.99,32.5,69.46
60.56,86.61,2.91,29.49,68.93
61.07,86.56,2.97,28.34,67.93
61.52,86.52,2.93,27.29,69.9
61.87,86.48,2.86,24.63,68.89
62.21,86.44,2.97,24.26,68.66
62.49,86.4,2.92,23.11,69.55
62.71,86.35,2.87,22.32,70.89
62.95,86.31,2.94,22.55,70.84
63.07,86.27,2.89,21.39,72.36
63.23,86.22,2.98,20.95,72.66
63.36,86.18,3.01,20.55,72.98
63.47,86.14,2.98,19.83,73.76
63.51,86.09,2.91,19.13,73.98
63.65,86.05,2.93,19.74,74.16
63.68,86.0,2.92,19.01,74.65
63.75,85.96,2.89,19.13,74.87
63.78,85.91,2.91,18.12,75.12
63.84,85.87,2.96,18.76,75.63
63.9,85.83,3.01,18.98,75.69
63.91,85.78,2.9,18.68,75.22
63.92,85.74,2.95,18.58,76.11
63.97,85.69,2.91,18.81,75.93
63.99,85.65,2.9,17.85,76.19
64.05,85.6,2.87,19.31,75.06
64.1,85.56,2.96,18.03,75.06
64.11,85.51,2.93,17.85,76.01
64.13,85.47,2.96,18.13,76.13
64.14,85.42,2.92,17.94,76.11
64.13,85.38,2.88,17.81,76.85
64.11,85.34,2.96,17.75,75.86
64.13,85.29,2.88,17.52,75.08
64.13,85.25,2.8,17.91,76.57
64.09,85.2,2.96,16.62,75.68
64.06,85.16,2.91,17.88,77.1
64.09,85.11,2.99,17.61,75.74
64.09,85.07,2.85,17.76,76.14
64.09,85.02,2.86,17.73,75.43
64.11,84.98,2.92,17.8,75.8
64.13,84.93,2.95,18.49,76.76
64.18,84.89,2.81,18.68,76.19
64.18,84.84,2.86,17.19,75.64
64.15,84.8,2.91,17.41,76.25
64.16,84.75,2.93,17.62,76.1
64.16,84.71,2.9,17.63,74.81
64.17,84.67,2.9,17.9,75.41
64.16,84.62,2.94,17.13,75.04
64.16,84.58,2.94,17.21,75.41
64.16,84.53,2.93,17.65,75.68
64.13,84.49,2.93,16.98,76.41
64.12,84.44,2.8,17.22,75.2
64.08,84.4,2.89,17.18,74.85
64.06,84.35,2.9,17.72,75.71
64.07,84.31,2.92,17.39,74.01
64.09,84.27,2.92,18.08,74.2
64.13,84.22,2.94,18.2,75.23
64.15,84.18,2.9,17.66,75.29
64.16,84.13,2.82,18.15,75.51
64.16,84.09,2.88,17.54,74.46
64.2,84.04,2.86,18.18,75.26
64.22,84.0,2.79,18.18,75.57
64.23,83.95,2.88,17.92,76.07
64.19,83.91,2.96,17.06,74.34
64.2,83.87,2.98,17.96,74.61
64.16,83.82,2.81,16.9,74.6
64.13,83.78,2.94,17.25,74.51
64.09,83.73,2.86,17.03,74.53
64.08,83.69,2.94,17.27,74.44
64.06,83.64,2.86,17.45,75.15
64.13,83.6,2.86,18.7,75.65
64.15,83.56,2.82,17.86,74.79
64.13,83.51,2.85,17.67,74.22
64.13,83.47,2.87,17.76,74.87
64.16,83.42,2.87,18.0,74.36
64.17,83.38,2.94,17.63,73.85
64.2,83.33,2.9,17.59,73.96
64.18,83.29,2.9,17.79,74.83
64.17,83.25,2.88,18.15,74.11
64.18,83.2,2.89,17.52,73.48
64.16,83.16,2.77,16.72,75.21
64.2,83.11,2.83,17.94,74.52
64.2,83.07,2.82,17.82,74.13
64.15,83.02,2.72,16.45,74.48
64.12,82.98,2.82,17.6,74.54
64.13,82.94,2.88,17.86,72.53
64.1,82.89,2.78,17.33,73.17
64.14,82.85,2.86,17.37,74.19
64.12,82.8,2.95,17.95,73.31
64.12,82.76,2.9,17.34,74.01
64.15,82.72,2.91,18.12,73.73
64.13,82.67,2.86,17.34,74.46
64.18,82.63,2.88,17.94,72.73
64.24,82.58,2.94,19.12,74.75
64.21,82.54,2.78,17.72,74.01
64.21,82.5,2.92,17.38,73.5
64.24,82.45,2.8,17.81,73.36
64.19,82.41,2.82,16.71,73.98
64.2,82.36,2.77,17.93,73.88
64.19,82.32,2.92,17.04,74.51
64.22,82.27,2.91,17.55,73.3
64.17,82.23,2.81,17.11,73.16
64.21,82.19,2.94,17.82,73.01
64.21,82.14,2.81,17.39,73.39
64.17,82.1,2.89,17.03,73.08
64.17,82.05,2.84,17.23,73.75
64.18,82.01,2.88,17.88,72.67
64.15,81.97,2.9,16.37,73.13
64.2,81.92,2.8,18.32,72.89
64.18,81.88,2.85,17.18,73.81
64.18,81.83,2.87,16.93,73.23
64.13,81.79,2.83,16.86,73.45
64.09,81.75,2.81,16.79,72.64
64.12,81.7,2.72,17.76,72.93
64.13,81.66,2.79,17.98,72.7
64.15,81.62,2.82,17.57,72.72
64.08,81.57,2.93,16.3,72.38
64.11,81.53,2.85,17.78,72.69
64.08,81.48,2.84,17.46,72.13
64.11,81.44,2.77,17.92,72.2
64.13,81.4,2.83,17.54,71.96
64.11,81.35,2.81,17.29,72.26
64.14,81.31,2.79,17.97,71.55
64.14,81.27,2.8,16.93,73.22
64.12,81.22,2.77,17.44,71.25
64.14,81.18,2.86,17.63,72.07
64.16,81.14,2.85,17.73,71.63
64.19,81.09,2.83,17.3,71.31
64.12,81.05,2.94,16.04,73.34
64.15,81.0,2.78,17.82,71.88
64.14,80.96,2.85,17.59,73.05
64.17,80.92,2.84,17.23,71.87
64.25,80.87,2.77,17.85,72.1
64.2,80.83,2.84,16.47,73.16
64.28,80.78,2.82,18.26,72.29
64.27,80.74,2.7,16.81,71.19
64.26,80.7,2.82,17.36,73.01
64.3,80.65,2.81,17.67,72.55
64.23,80.61,2.77,15.99,72.89
64.22,80.57,2.75,17.47,72.1
64.24,80.52,2.83,17.57,71.5
64.25,80.48,2.79,17.78,73.0
64.28,80.43,2.82,18.07,72.49
64.27,80.39,2.76,17.17,72.12
64.24,80.35,2.79,17.19,72.84
64.24,80.3,2.74,16.82,72.38
64.17,80.26,2.85,16.28,72.17
64.17,80.22,2.78,17.18,71.76
64.15,80.17,2.86,17.05,71.68
64.13,80.13,2.8,17.14,71.43
64.09,80.09,2.76,17.25,71.07
64.12,80.04,2.77,17.45,70.89
64.15,80.0,2.71,18.34,70.6
64.19,79.96,2.81,17.86,71.14
64.24,79.91,2.77,17.44,71.34
64.28,79.87,2.83,18.32,71.79
64.2,79.82,2.9,15.55,71.38
64.2,79.78,2.73,17.23,71.12
64.15,79.74,2.81,17.12,71.5
64.15,79.69,2.72,17.1,71.5
64.15,79.65,2.8,17.34,71.04
64.17,79.61,2.79,17.54,71.2
64.22,79.56,2.94,17.5,70.27
64.23,79.52,2.84,17.19,70.97
64.28,79.48,2.82,17.39,70.49
64.28,79.43,2.7,17.27,70.76
64.3,79.39,2.74,17.52,71.59
